iter	Passed	Remaining
172	4364	752475
173	4390	752525
174	4415	752512
175	4440	752478
176	4465	752444
177	4491	752538
178	4517	752572
179	4542	752582
180	4568	752606
181	4593	752571
182	4617	752427
183	4642	752338
184	4667	752298
185	4692	752185
186	4718	752219
187	4742	752117
188	4769	752275
189	4795	752320
190	4821	752486
191	4846	752342
192	4870	752214
193	4895	752164
194	4921	752210
195	4946	752126
196	4971	752059
197	4988	750812
198	5013	750845
199	5039	750892
200	5065	750950
201	5090	750892
202	5116	750972
203	5139	750655
204	5164	750669
205	5189	750572
206	5213	750411
207	5238	750377
208	5264	750454
209	5293	750896
210	5318	750917
211	5343	750847
212	5369	750923
213	5394	750875
214	5419	750747
215	5443	750663
216	5469	750677
217	5494	750598
218	5518	750411
219	5542	750307
220	5568	750337
221	5593	750277
222	5616	749984
223	5641	749918
224	5666	749887
225	5691	749838
226	5715	749667
227	5742	749791
228	5767	749800
229	5792	749796
230	5817	749683
231	5841	749577
232	5868	749785
233	5894	749834
234	5921	749956
235	5946	749957
236	5971	749944
237	5997	749961
238	6022	749901
239	6048	749980
240	6072	749808
241	6097	749805
242	6122	749744
243	6147	749722
244	6172	749633
245	6196	749473
246	6221	749410
247	6246	749343
248	6270	749258
249	6295	749110
250	6319	749056
251	6345	749098
252	6371	749111
253	6397	749248
254	6423	749305
255	6450	749447
256	6478	749782
257	6505	749895
258	6530	749938
259	6555	749804
260	6580	749753
261	6605	749788
262	6632	749891
263	6658	749998
264	6684	750069
265	6710	750106
266	6734	749999
267	6759	749896
268	6785	749984
269	6811	750022
270	6835	749841
271	6860	749831
272	6885	749760
273	6910	749723
274	6935	749661
275	6961	749692
276	6986	749663
277	7011	749596
278	7037	749710
279	7062	749655
280	7088	749736
281	7115	749839
282	7141	749876
283	7167	749949
284	7192	749956
285	7218	749940
286	7243	749968
287	7269	749971
288	7295	749999
289	7321	750033
290	7347	750121
291	7373	750164
292	7398	750155
293	7424	750182
294	7449	750087
295	7473	749935
296	7498	749925
297	7525	750032
298	7549	749932
299	7576	750029
300	7601	750045
301	7627	750035
302	7653	750082
303	7678	750059
304	7704	750104
305	7731	750304
306	7758	750369
307	7784	750423
308	7810	750508
309	7837	750656
310	7862	750593
311	7888	750575
312	7913	750526
313	7937	750400
314	7962	750417
315	7988	750386
316	8013	750359
317	8038	750332
318	8063	750281
319	8089	750260
320	8114	750262
321	8139	750199
322	8165	750277
323	8192	750384
324	8217	750354
325	8244	750446
326	8269	750415
327	8294	750337
328	8318	750237
329	8344	750244
330	8369	750158
331	8393	750090
332	8419	750050
333	8444	750049
334	8470	750038
335	8495	749996
336	8519	749927
337	8544	749869
338	8570	749859
339	8594	749774
340	8620	749787
341	8646	749836
342	8672	749822
343	8696	749728
344	8721	749641
345	8746	749594
346	8771	749604
347	8796	749510
348	8821	749499
349	8848	749552
350	8874	749620
351	8901	749756
352	8928	749902
353	8955	749961
354	8981	750014
355	9006	750006
356	9032	749970
357	9058	750070
358	9083	750017
359	9109	749996
360	9134	749998
361	9160	749992
362	9185	749980
363	9211	749963
364	9237	749992
365	9262	749987
366	9288	749950
367	9313	749973
368	9338	749927
369	9364	749900
370	9389	749906
371	9415	749895
372	9440	749856
373	9466	749896
374	9492	749882
375	9517	749869
376	9542	749833
377	9568	749849
378	9594	749858
379	9620	749901
380	9647	749962
381	9672	749977
382	9698	749952
383	9724	750001
384	9750	749992
385	9775	750000
386	9801	750013
387	9826	749958
388	9853	750025
389	9878	749996
390	9903	749946
391	9929	749973
392	9955	749982
393	9981	750016
394	10006	749952
395	10032	749989
396	10056	749912
397	10082	749930
398	10109	749976
399	10134	749970
400	10160	749955
401	10185	749942
402	10212	749992
403	10237	749939
404	10264	750077
405	10288	749950
406	10313	749914
407	10339	749893
408	10365	749930
409	10391	749991
410	10417	749971
411	10443	749985
412	10468	749978
413	10494	749998
414	10520	750019
415	10546	750025
416	10572	750055
417	10598	750074
418	10624	750070
419	10650	750108
420	10676	750099
421	10700	750007
422	10725	749973
423	10752	750005
424	10776	749943
425	10802	749905
426	10826	749819
427	10851	749797
428	10876	749710
429	10902	749717
430	10927	749697
431	10952	749666
432	10977	749606
433	11001	749495
434	11027	749515
435	11053	749530
436	11078	749435
437	11103	749382
438	11127	749294
439	11154	749357
440	11180	749406
441	11207	749460
442	11232	749446
443	11259	749516
444	11283	749429
445	11309	749426
446	11336	749479
447	11361	749482
448	11388	749562
449	11419	749861
450	11450	750217
451	11479	750441
452	11507	750581
453	11537	750846
454	11565	751026
455	11594	751180
456	11620	751213
457	11645	751171
458	11671	751170
459	11696	751133
460	11721	751073
461	11748	751130
462	11776	751285
463	11801	751221
464	11830	751405
465	11856	751418
466	11881	751380
467	11907	751405
468	11933	751386
469	11962	751611
470	11988	751639
471	12014	751615
472	12041	751715
473	12096	753490
474	12136	754384
475	12167	754689
476	12196	754907
477	12225	755067
478	12254	755266
479	12280	755233
480	12307	755281
481	12332	755256
482	12360	755376
483	12392	755736
484	12421	755932
485	12450	756113
486	12480	756347
487	12506	756325
488	12531	756295
489	12559	756370
490	12586	756418
491	12611	756393
492	12638	756418
493	12663	756381
494	12689	756378
495	12715	756386
496	12741	756336
497	12766	756292
498	12792	756323
499	12818	756306
500	12843	756241
501	12869	756234
502	12896	756253
503	12921	756201
504	12948	756277
505	12973	756199
506	12999	756189
507	13025	756205
508	13052	756233
509	13080	756355
510	13106	756348
511	13132	756356
512	13158	756326
513	13182	756239
514	13208	756231
515	13233	756158
516	13260	756197
517	13286	756174
518	13312	756200
519	13343	756446
520	13372	756614
521	13404	756961
522	13435	757241
523	13465	757486
524	13493	757555
525	13521	757686
526	13550	757814
527	13576	757819
528	13603	757863
529	13630	757901
530	13657	757960
531	13683	757963
532	13710	757996
533	13738	758066
534	13765	758105
535	13791	758146
536	13818	758163
537	13845	758201
538	13872	758254
539	13898	758261
540	13927	758377
541	13957	758619
542	13985	758715
543	14012	758761
544	14041	758881
545	14068	758921
546	14095	758989
547	14123	759067
548	14151	759150
549	14179	759231
550	14206	759265
551	14232	759263
552	14257	759187
553	14283	759183
554	14309	759197
555	14337	759244
556	14363	759266
557	14389	759252
558	14415	759243
559	14443	759289
560	14469	759308
561	14495	759262
562	14521	759271
563	14546	759202
564	14573	759233
565	14600	759274
566	14627	759328
567	14656	759452
568	14685	759573
569	14712	759620
570	14738	759598
571	14764	759572
572	14790	759574
573	14816	759541
574	14842	759564
575	14871	759675
576	14899	759778
577	14927	759874
578	14959	760136
579	14985	760119
580	15011	760099
581	15038	760130
582	15063	760094
583	15090	760084
584	15115	760061
585	15142	760075
586	15168	760077
587	15194	760042
588	15221	760086
589	15248	760118
590	15275	760132
591	15302	760151
592	15329	760217
593	15357	760267
594	15385	760360
595	15413	760426
596	15441	760519
597	15467	760471
598	15492	760432
599	15518	760409
600	15544	760382
601	15569	760325
602	15594	760240
603	15622	760330
604	15649	760367
605	15677	760449
606	15705	760504
607	15732	760549
608	15760	760600
609	15787	760651
610	15814	760698
611	15843	760776
612	15869	760797
613	15897	760875
614	15924	760903
615	15952	760934
616	15978	760921
617	16003	760880
618	16029	760829
619	16054	760778
620	16080	760750
621	16105	760677
622	16129	760594
623	16156	760586
624	16181	760542
625	16207	760515
626	16234	760528
627	16259	760470
628	16286	760475
629	16312	760454
630	16339	760476
631	16364	760452
632	16391	760450
633	16418	760469
634	16444	760455
635	16469	760410
636	16494	760344
637	16520	760290
638	16545	760229
639	16570	760173
640	16595	760082
641	16619	759988
642	16645	759970
643	16670	759916
644	16695	759851
645	16722	759874
646	16755	760152
647	16792	760654
648	16822	760785
649	16853	761021
650	16889	761433
651	16925	761858
652	16954	761961
653	16984	762106
654	17024	762708
655	17054	762855
656	17082	762924
657	17108	762907
658	17137	763012
659	17164	763059
660	17194	763184
661	17223	763288
662	17253	763458
663	17281	763527
664	17309	763562
665	17340	763744
666	17371	763974
667	17401	764092
668	17433	764354
669	17469	764733
670	17500	764937
671	17534	765268
672	17569	765626
673	17599	765746
674	17629	765912
675	17660	766092
676	17690	766241
677	17719	766345
678	17753	766627
679	17781	766716
680	17811	766825
681	17842	767032
682	17870	767084
683	17897	767083
684	17925	767113
685	17951	767098
686	17979	767135
687	18005	767106
688	18032	767111
689	18059	767141
690	18086	767143
691	18115	767226
692	18141	767193
693	18170	767294
694	18197	767305
695	18225	767360
696	18252	767378
697	18280	767410
698	18310	767531
699	18338	767597
700	18368	767745
701	18399	767883
702	18429	768045
703	18460	768220
704	18491	768397
705	18521	768527
706	18551	768640
707	18582	768791
708	18611	768901
709	18641	769008
710	18669	769084
711	18696	769079
712	18724	769139
713	18751	769137
714	18778	769129
715	18804	769111
716	18832	769121
717	18861	769214
718	18889	769275
719	18919	769399
720	18946	769398
721	18975	769489
722	19002	769482
723	19029	769504
724	19059	769607
725	19085	769587
726	19115	769682
727	19142	769680
728	19172	769800
729	19198	769778
730	19227	769859
731	19253	769824
732	19280	769824
733	19308	769872
734	19335	769883
735	19364	769941
736	19391	769952
737	19417	769927
738	19443	769892
739	19470	769889
740	19496	769836
741	19522	769781
742	19548	769755
743	19574	769713
744	19601	769738
745	19628	769725
746	19655	769726
747	19682	769740
748	19710	769756
749	19737	769745
750	19765	769806
751	19792	769788
752	19821	769876
753	19850	769974
754	19879	770048
755	19907	770059
756	19933	770039
757	19959	769987
758	19986	769994
759	20012	769964
760	20039	769949
761	20064	769875
762	20091	769863
763	20117	769844
764	20143	769799
765	20169	769763
766	20196	769738
767	20222	769717
768	20248	769687
769	20275	769697
770	20302	769687
771	20328	769636
772	20355	769637
773	20381	769609
774	20408	769607
775	20435	769579
776	20460	769538
777	20486	769473
778	20512	769434
779	20537	769366
780	20563	769325
781	20589	769297
782	20614	769195
783	20639	769149
784	20665	769095
785	20691	769058
786	20717	769022
787	20744	769019
788	20770	768967
789	20798	769032
790	20825	769009
791	20851	768971
792	20877	768949
793	20904	768929
794	20930	768886
795	20956	768855
796	20982	768821
797	21007	768761
798	21034	768735
799	21060	768695
800	21085	768625
801	21111	768600
802	21137	768558
803	21164	768539
804	21189	768496
805	21215	768426
806	21240	768374
807	21266	768320
808	21292	768303
809	21319	768297
810	21346	768273
811	21371	768227
812	21398	768209
813	21424	768173
814	21449	768091
815	21474	768046
816	21500	767988
817	21526	767961
818	21553	767947
819	21580	767939
820	21606	767913
821	21632	767880
822	21658	767821
823	21684	767797
824	21710	767750
825	21735	767696
826	21746	767130
827	21772	767082
828	21798	767036
829	21822	766942
830	21848	766914
831	21873	766851
832	21901	766865
833	21927	766821
834	21953	766778
835	21979	766753
836	22004	766687
837	22030	766661
838	22057	766635
839	22083	766602
840	22110	766611
841	22137	766604
842	22162	766555
843	22189	766546
844	22216	766538
845	22242	766488
846	22268	766448
847	22294	766419
848	22322	766468
849	22349	766452
850	22375	766427
851	22403	766442
852	22430	766443
853	22456	766411
854	22483	766396
855	22509	766373
856	22535	766354
857	22563	766358
858	22589	766344
859	22615	766309
860	22642	766301
861	22669	766296
862	22696	766279
863	22708	765782
864	22734	765761
865	22760	765722
866	22786	765675
867	22812	765654
868	22838	765596
869	22863	765547
870	22890	765533
871	22917	765532
872	22944	765526
873	22970	765502
874	22997	765492
875	23023	765448
876	23049	765416
877	23075	765369
878	23101	765335
879	23126	765286
880	23152	765233
881	23177	765182
882	23203	765133
883	23214	764612
884	23239	764547
885	23271	764693
886	23303	764877
887	23334	764978
888	23362	765022
889	23391	765074
890	23420	765157
891	23450	765238
892	23484	765461
893	23512	765513
894	23541	765573
895	23571	765637
896	23599	765671
897	23625	765642
898	23651	765624
899	23679	765632
900	23712	765822
901	23741	765877
902	23775	766104
903	23803	766134
904	23832	766201
905	23863	766331
906	23898	766555
907	23932	766799
908	23962	766864
909	23991	766922
910	24021	767035
911	24050	767082
912	24079	767139
913	24106	767134
914	24132	767107
915	24159	767081
916	24185	767065
917	24215	767154
918	24241	767093
919	24266	767037
920	24292	766990
921	24317	766915
922	24343	766883
923	24369	766858
924	24397	766863
925	24422	766814
926	24448	766776
927	24474	766728
928	24499	766660
929	24525	766616
930	24551	766590
931	24578	766562
932	24604	766532
933	24630	766501
934	24657	766492
935	24683	766464
936	24710	766449
937	24735	766377
938	24761	766335
939	24787	766296
940	24814	766281
941	24839	766215
942	24866	766209
943	24892	766190
944	24919	766172
945	24947	766197
946	24974	766190
947	25001	766197
948	25028	766188
949	25055	766185
950	25082	766178
951	25108	766130
952	25122	765709
953	25147	765644
954	25172	765587
955	25198	765547
956	25223	765481
957	25250	765480
958	25276	765441
959	25303	765426
960	25329	765382
961	25354	765329
962	25380	765282
963	25405	765235
964	25431	765194
965	25458	765183
966	25485	765157
967	25510	765117
968	25537	765084
969	25563	765070
970	25589	765036
971	25615	764973
972	25641	764936
973	25666	764882
974	25692	764849
975	25719	764838
976	25745	764793
977	25771	764765
978	25797	764723
979	25823	764691
980	25848	764614
981	25875	764607
982	25900	764564
983	25926	764520
984	25951	764454
985	25978	764428
986	26003	764389
987	26030	764367
988	26056	764327
989	26082	764293
990	26108	764268
991	26134	764233
992	26160	764191
993	26185	764129
994	26212	764112
995	26238	764082
996	26264	764055
997	26282	763774
998	26308	763742
999	26334	763708
1000	26360	763671
1001	26387	763668
1002	26414	763652
1003	26440	763606
1004	26466	763585
1005	26492	763534
1006	26517	763480
1007	26543	763444
1008	26569	763409
1009	26595	763366
1010	26621	763327
1011	26647	763295
1012	26675	763331
1013	26702	763313
1014	26730	763342
1015	26757	763313
1016	26785	763337
1017	26811	763308
1018	26840	763356
1019	26866	763334
1020	26894	763331
1021	26920	763298
1022	26945	763244
1023	26972	763235
1024	26999	763219
1025	27025	763188
1026	27057	763321
1027	27087	763415
1028	27118	763515
1029	27148	763579
1030	27178	763670
1031	27204	763627
1032	27231	763601
1033	27256	763555
1034	27282	763523
1035	27308	763467
1036	27334	763445
1037	27359	763384
1038	27385	763340
1039	27412	763335
1040	27438	763310
1041	27464	763266
1042	27491	763260
1043	27518	763230
1044	27542	763158
1045	27569	763138
1046	27595	763118
1047	27624	763148
1048	27651	763151
1049	27679	763173
1050	27706	763159
1051	27733	763139
1052	27759	763100
1053	27785	763074
1054	27810	763018
1055	27836	762985
1056	27862	762931
1057	27887	762874
1058	27912	762819
1059	27938	762783
1060	27965	762761
1061	27992	762743
1062	28018	762717
1063	28043	762669
1064	28069	762633
1065	28096	762609
1066	28121	762551
1067	28148	762551
1068	28173	762485
1069	28199	762438
1070	28225	762410
1071	28251	762377
1072	28280	762410
1073	28306	762390
1074	28335	762426
1075	28365	762500
1076	28392	762493
1077	28418	762457
1078	28444	762418
1079	28470	762374
1080	28496	762337
1081	28521	762289
1082	28547	762253
1083	28573	762213
1084	28600	762185
1085	28626	762164
1086	28652	762111
1087	28676	762048
1088	28702	761994
1089	28727	761946
1090	28752	761874
1091	28778	761838
1092	28803	761767
1093	28829	761738
1094	28855	761704
1095	28880	761640
1096	28906	761597
1097	28932	761560
1098	28958	761535
1099	28984	761492
1100	29009	761449
1101	29036	761420
1102	29061	761369
1103	29087	761336
1104	29112	761284
1105	29138	761237
1106	29167	761269
1107	29193	761244
1108	29221	761257
1109	29252	761354
1110	29295	761760
1111	29329	761937
1112	29359	762001
1113	29388	762055
1114	29419	762147
1115	29450	762232
1116	29481	762330
1117	29509	762329
1118	29533	762251
1119	29561	762255
1120	29586	762205
1121	29613	762198
1122	29638	762133
1123	29664	762089
1124	29688	762012
1125	29714	761963
1126	29740	761922
1127	29765	761872
1128	29790	761820
1129	29816	761759
1130	29842	761730
1131	29868	761705
1132	29893	761642
1133	29920	761616
1134	29946	761591
1135	29972	761554
1136	29999	761532
1137	30025	761516
1138	30052	761496
1139	30078	761472
1140	30104	761432
1141	30130	761391
1142	30156	761353
1143	30182	761305
1144	30208	761286
1145	30235	761266
1146	30262	761255
1147	30290	761266
1148	30317	761264
1149	30345	761270
1150	30371	761245
1151	30397	761213
1152	30424	761188
1153	30450	761159
1154	30476	761119
1155	30502	761082
1156	30527	761034
1157	30553	760991
1158	30578	760932
1159	30604	760894
1160	30631	760867
1161	30658	760872
1162	30685	760854
1163	30713	760862
1164	30741	760890
1165	30767	760855
1166	30794	760833
1167	30820	760800
1168	30846	760763
1169	30872	760730
1170	30898	760691
1171	30924	760663
1172	30949	760594
1173	30975	760554
1174	31001	760524
1175	31026	760454
1176	31052	760429
1177	31078	760399
1178	31104	760361
1179	31130	760321
1180	31155	760266
1181	31181	760238
1182	31207	760199
1183	31233	760163
1184	31261	760166
1185	31286	760113
1186	31310	760033
1187	31337	760008
1188	31364	759993
1189	31388	759925
1190	31414	759886
1191	31441	759868
1192	31467	759835
1193	31493	759802
1194	31519	759773
1195	31546	759761
1196	31572	759729
1197	31599	759697
1198	31625	759666
1199	31652	759657
1200	31678	759622
1201	31703	759575
1202	31730	759553
1203	31755	759503
1204	31782	759486
1205	31810	759488
1206	31836	759457
1207	31862	759434
1208	31889	759411
1209	31916	759400
1210	31943	759387
1211	31969	759350
1212	31995	759329
1213	32021	759285
1214	32046	759233
1215	32072	759197
1216	32097	759133
1217	32122	759077
1218	32148	759040
1219	32174	758992
1220	32200	758971
1221	32231	759039
1222	32263	759145
1223	32293	759216
1224	32321	759229
1225	32351	759273
1226	32379	759300
1227	32407	759312
1228	32440	759444
1229	32468	759450
1230	32495	759434
1231	32521	759399
1232	32548	759387
1233	32573	759337
1234	32600	759307
1235	32625	759251
1236	32652	759245
1237	32679	759219
1238	32706	759207
1239	32731	759158
1240	32756	759104
1241	32781	759048
1242	32806	758975
1243	32831	758913
1244	32856	758865
1245	32882	758826
1246	32908	758799
1247	32934	758768
1248	32961	758751
1249	32988	758742
1250	33014	758697
1251	33041	758679
1252	33067	758660
1253	33093	758618
1254	33118	758566
1255	33144	758522
1256	33169	758472
1257	33196	758447
1258	33222	758407
1259	33248	758376
1260	33273	758325
1261	33299	758291
1262	33325	758262
1263	33351	758210
1264	33377	758181
1265	33403	758155
1266	33430	758129
1267	33456	758100
1268	33482	758071
1269	33508	758037
1270	33535	758010
1271	33561	757976
1272	33587	757946
1273	33613	757908
1274	33639	757884
1275	33664	757830
1276	33690	757783
1277	33716	757741
1278	33742	757705
1279	33768	757677
1280	33793	757630
1281	33819	757595
1282	33845	757556
1283	33871	757509
1284	33897	757472
1285	33922	757429
1286	33947	757379
1287	33974	757347
1288	34000	757328
1289	34027	757302
1290	34052	757250
1291	34079	757233
1292	34105	757210
1293	34131	757180
1294	34156	757122
1295	34181	757057
1296	34206	756997
1297	34233	756980
1298	34259	756942
1299	34286	756936
1300	34312	756909
1301	34339	756882
1302	34364	756842
1303	34389	756779
1304	34414	756729
1305	34439	756671
1306	34464	756610
1307	34490	756565
1308	34516	756538
1309	34542	756502
1310	34568	756475
1311	34592	756403
1312	34618	756368
1313	34644	756327
1314	34670	756300
1315	34695	756244
1316	34721	756202
1317	34747	756158
1318	34772	756115
1319	34797	756061
1320	34824	756031
1321	34849	755990
1322	34874	755922
1323	34899	755873
1324	34925	755845
1325	34950	755776
1326	34976	755742
1327	35002	755713
1328	35027	755653
1329	35052	755609
1330	35077	755541
1331	35102	755491
1332	35128	755461
1333	35155	755438
1334	35182	755432
1335	35214	755527
1336	35243	755564
1337	35272	755586
1338	35299	755580
1339	35326	755563
1340	35352	755539
1341	35379	755525
1342	35408	755549
1343	35441	755659
1344	35461	755508
1345	35489	755511
1346	35516	755489
1347	35542	755455
1348	35569	755451
1349	35595	755424
1350	35623	755427
1351	35650	755402
1352	35674	755337
1353	35701	755312
1354	35727	755289
1355	35752	755239
1356	35778	755207
1357	35806	755205
1358	35833	755194
1359	35852	755005
1360	35877	754950
1361	35905	754958
1362	35932	754942
1363	35958	754919
1364	35985	754908
1365	36012	754882
1366	36040	754889
1367	36066	754875
1368	36094	754879
1369	36122	754872
1370	36147	754836
1371	36173	754801
1372	36199	754751
1373	36225	754720
1374	36251	754700
1375	36279	754692
1376	36305	754671
1377	36332	754644
1378	36358	754624
1379	36385	754607
1380	36412	754580
1381	36439	754580
1382	36465	754551
1383	36492	754526
1384	36518	754490
1385	36545	754488
1386	36573	754483
1387	36601	754494
1388	36635	754626
1389	36664	754648
1390	36690	754622
1391	36717	754615
1392	36744	754604
1393	36770	754560
1394	36796	754519
1395	36821	754478
1396	36847	754432
1397	36860	754144
1398	36886	754111
1399	36913	754093
1400	36938	754036
1401	36963	753991
1402	36990	753967
1403	37016	753930
1404	37042	753898
1405	37068	753862
1406	37094	753842
1407	37121	753812
1408	37148	753801
1409	37175	753783
1410	37202	753770
1411	37227	753727
1412	37252	753675
1413	37277	753613
1414	37302	753560
1415	37329	753546
1416	37355	753521
1417	37381	753488
1418	37408	753468
1419	37433	753412
1420	37459	753388
1421	37486	753364
1422	37512	753335
1423	37539	753325
1424	37566	753316
1425	37592	753271
1426	37618	753231
1427	37644	753202
1428	37672	753204
1429	37698	753180
1430	37725	753166
1431	37750	753112
1432	37777	753099
1433	37804	753083
1434	37830	753056
1435	37856	753026
1436	37883	753008
1437	37909	752978
1438	37936	752955
1439	37962	752927
1440	37988	752886
1441	38014	752857
1442	38040	752820
1443	38066	752798
1444	38094	752803
1445	38120	752755
1446	38146	752737
1447	38173	752709
1448	38200	752707
1449	38227	752679
1450	38254	752665
1451	38280	752638
1452	38307	752621
1453	38333	752586
1454	38360	752576
1455	38386	752540
1456	38412	752510
1457	38438	752470
1458	38464	752437
1459	38489	752396
1460	38516	752368
1461	38541	752322
1462	38569	752321
1463	38594	752285
1464	38621	752261
1465	38648	752249
1466	38675	752239
1467	38702	752222
1468	38730	752218
1469	38755	752179
1470	38782	752153
1471	38810	752160
1472	38836	752132
1473	38863	752112
1474	38889	752092
1475	38915	752049
1476	38941	752013
1477	38966	751969
1478	38992	751938
1479	39019	751921
1480	39046	751907
1481	39072	751870
1482	39098	751840
1483	39124	751809
1484	39151	751781
1485	39176	751740
1486	39202	751709
1487	39228	751670
1488	39254	751642
1489	39281	751613
1490	39305	751550
1491	39332	751535
1492	39359	751515
1493	39385	751481
1494	39412	751464
1495	39437	751422
1496	39463	751386
1497	39489	751360
1498	39518	751372
1499	39543	751335
1500	39572	751350
1501	39598	751321
1502	39627	751346
1503	39655	751344
1504	39683	751350
1505	39710	751342
1506	39737	751321
1507	39765	751317
1508	39792	751315
1509	39819	751291
1510	39845	751254
1511	39870	751218
1512	39897	751190
1513	39923	751168
1514	39949	751138
1515	39976	751112
1516	40002	751076
1517	40028	751046
1518	40053	750997
1519	40080	750986
1520	40106	750954
1521	40133	750926
1522	40159	750893
1523	40185	750866
1524	40212	750845
1525	40238	750823
1526	40264	750795
1527	40291	750764
1528	40316	750724
1529	40328	750427
1530	40353	750373
1531	40379	750336
1532	40405	750313
1533	40431	750279
1534	40458	750263
1535	40485	750242
1536	40512	750241
1537	40539	750221
1538	40567	750227
1539	40597	750256
1540	40625	750267
1541	40653	750271
1542	40679	750244
1543	40707	750245
1544	40733	750204
1545	40760	750186
1546	40785	750134
1547	40811	750108
1548	40838	750097
1549	40865	750087
1550	40893	750075
1551	40919	750055
1552	40946	750033
1553	40971	749982
1554	40997	749955
1555	41022	749904
1556	41049	749883
1557	41074	749834
1558	41101	749822
1559	41126	749767
1560	41152	749731
1561	41177	749689
1562	41204	749666
1563	41230	749644
1564	41256	749596
1565	41282	749568
1566	41307	749510
1567	41333	749485
1568	41360	749472
1569	41386	749445
1570	41414	749445
1571	41441	749422
1572	41467	749392
1573	41492	749345
1574	41519	749323
1575	41544	749283
1576	41570	749248
1577	41597	749233
1578	41628	749285
1579	41657	749306
1580	41684	749291
1581	41715	749352
1582	41741	749310
1583	41769	749316
1584	41797	749319
1585	41826	749337
1586	41855	749367
1587	41882	749350
1588	41911	749374
1589	41937	749336
1590	41966	749351
1591	41991	749308
1592	42020	749319
1593	42047	749307
1594	42074	749291
1595	42103	749309
1596	42130	749294
1597	42160	749342
1598	42187	749316
1599	42215	749326
1600	42240	749277
1601	42268	749278
1602	42295	749256
1603	42323	749261
1604	42350	749255
1605	42379	749262
1606	42409	749297
1607	42436	749289
1608	42466	749334
1609	42494	749321
1610	42520	749293
1611	42549	749313
1612	42576	749297
1613	42606	749340
1614	42632	749302
1615	42662	749339
1616	42687	749294
1617	42717	749319
1618	42741	749250
1619	42769	749250
1620	42797	749254
1621	42823	749223
1622	42851	749232
1623	42878	749218
1624	42908	749248
1625	42935	749225
1626	42964	749252
1627	42994	749281
1628	43023	749304
1629	43051	749308
1630	43077	749277
1631	43106	749286
1632	43131	749237
1633	43159	749246
1634	43190	749291
1635	43218	749302
1636	43247	749322
1637	43274	749306
1638	43301	749278
1639	43326	749236
1640	43353	749208
1641	43379	749180
1642	43405	749141
1643	43432	749132
1644	43460	749126
1645	43486	749106
1646	43513	749084
1647	43541	749078
1648	43569	749081
1649	43595	749045
1650	43621	749020
1651	43648	748992
1652	43673	748942
1653	43699	748908
1654	43723	748855
1655	43750	748834
1656	43777	748813
1657	43804	748792
1658	43829	748755
1659	43855	748716
1660	43881	748679
1661	43908	748656
1662	43934	748625
1663	43959	748583
1664	43986	748559
1665	44012	748526
